id,thomas_id,api_uri,first_name,middle_name,last_name,party,twitter_account,facebook_account,facebook_id,instagram,url,rss_url,domain,dw_nominate,ideal_point,seniority,next_election,state,district,missed_votes_pct,votes_with_party_pct,chamber,fblike.16.22.5.115,twtrfol-18-23-6-2015
V000130,2112,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/V000130.json,Juan,NA,Vargas,D,RepJuanVargas,RepJuanVargas,1.77E+14,repjuanvargas,http://vargas.house.gov,http://vargas.house.gov/rss.xml,vargas.house.gov,NA,NA,4,2014,CA,51,0,92.45,house,2623,3545
V000131,2166,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/V000131.json,Marc,NA,Veasey,D,RepVeasey,CongressmanMarcVeasey,3.95E+14,repveasey,http://veasey.house.gov,http://veasey.house.gov/rss.xml,veasey.house.gov,NA,NA,4,2014,TX,33,0,88.68,house,6903,4942
V000132,2167,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/V000132.json,Filemon,NA,Vela,D,RepFilemonVela,USCongressmanFilemonVela,5.10E+14,repfilemonvela,http://vela.house.gov,http://vela.house.gov/index.php/2013-07-18-16-34-07/press-releases?format=feed&amp;type=rss,vela.house.gov,NA,NA,4,2014,TX,34,0,88.68,house,3610,2996
W000187,1205,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000187.json,Maxine,NA,Waters,D,MaxineWaters,MaxineWaters,1.17E+11,repmaxinewaters,http://waters.house.gov,http://waters.house.gov/news/rss.aspx,waters.house.gov,NA,NA,26,2014,CA,43,5.13,94.59,house,78856,26787
W000413,1222,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000413.json,Edward,NA,Whitfield,R,RepEdWhitfield,RepEdWhitfield,91115765425,,http://whitfield.house.gov,http://whitfield.house.gov/rss.xml,whitfield.house.gov,NA,NA,22,2014,KY,1,3.77,96.08,house,4179,4788
W000791,1596,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000791.json,Greg,NA,Walden,R,RepGregWalden,repgregwalden,3.13E+14,repgregwalden,http://walden.house.gov,http://walden.house.gov/common/rss/?rss=100,walden.house.gov,NA,NA,18,2014,OR,2,5.66,96,house,10220,11702
W000795,1688,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000795.json,Joe,NA,Wilson,R,RepJoeWilson,JoeWilson,70150469414,repjoewilson,http://joewilson.house.gov,http://joewilson.house.gov/news/rss.aspx,joewilson.house.gov,NA,NA,16,2014,SC,2,0,96.23,house,31380,4536
W000796,1779,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000796.json,Lynn,NA,Westmoreland,R,RepWestmoreland,71389451419,71389451419,repwestmoreland,http://westmoreland.house.gov,http://westmoreland.house.gov/rss/press-releases.xml,westmoreland.house.gov,NA,NA,12,2014,GA,3,5.66,92,house,5536,8345
W000797,1777,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000797.json,Debbie,NA,Wasserman Schultz,D,RepDWStweets,RepDWS,88904724121,repdwstweets,http://wassermanschultz.house.gov,http://wassermanschultz.house.gov/atom.xml,wassermanschultz.house.gov,NA,NA,12,2014,FL,23,15.09,95.56,house,129004,5784
W000798,1855,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000798.json,Tim,NA,Walberg,R,RepWalberg,RepWalberg,1.88E+14,repwalberg,http://walberg.house.gov,http://walberg.house.gov/news/rss.aspx,walberg.house.gov,NA,NA,6,2014,MI,7,0,92.45,house,8392,7803
W000800,1879,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000800.json,Peter,NA,Welch,D,PeterWelch,PeterWelch,72680720883,peterwelchvt,http://www.welch.house.gov,,welch.house.gov,NA,NA,10,2014,VT,1,3.85,100,house,14416,4064
W000804,1886,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000804.json,Robert,J.,Wittman,R,RobWittman,RepRobWittman,38932542633,reprobwittman,http://www.wittman.house.gov,http://wittman.house.gov/rss/press-releases.xml,www.wittman.house.gov,NA,NA,10,2014,VA,1,0,94.34,house,10887,15235
W000806,2002,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000806.json,Daniel,NA,Webster,R,RepWebster,RepWebster,1.89E+14,RepWebster,http://webster.house.gov,http://webster.house.gov/news/rss.aspx,webster.house.gov,NA,NA,6,2014,FL,10,0,96.23,house,5062,6193
W000808,2004,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000808.json,Frederica,NA,Wilson,D,RepWilson,RepWilson,1.62E+14,repfredericawilson,http://wilson.house.gov,http://wilson.house.gov/common/rss//index.cfm?rss=49,wilson.house.gov,NA,NA,6,2014,FL,24,7.55,95.92,house,10558,9711
W000809,1991,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000809.json,Steve,NA,Womack,R,Rep_SteveWomack,RepSteveWomack,1.36E+14,,http://womack.house.gov,http://womack.house.gov/news/rss.aspx,womack.house.gov,NA,NA,6,2014,AR,3,0,96.23,house,5973,9007
W000810,2008,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000810.json,Rob,NA,Woodall,R,RepRobWoodall,RepRobWoodall,1.73E+14,RepRobWoodall,http://woodall.house.gov,http://woodall.house.gov/rss.xml,woodall.house.gov,NA,NA,6,2014,GA,7,0,92.45,house,3639,797
W000812,2137,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000812.json,Ann,NA,Wagner,R,RepAnnWagner,RepAnnWagner,2.15E+14,repannwagner,http://wagner.house.gov,http://wagner.house.gov/rss.xml,wagner.house.gov,NA,NA,4,2014,MO,2,0,96.23,house,22780,7626
W000813,2128,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000813.json,Jackie,NA,Walorski,R,RepWalorski,RepJackieWalorski,4.67E+14,,http://walorski.house.gov,http://walorski.house.gov/rss.xml,walorski.house.gov,NA,NA,4,2014,IN,2,11.32,95.74,house,8151,4543
W000814,2161,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000814.json,Randy,NA,Weber,R,TXRandy14,TXRandy14,1.29E+14,TXRandy14,http://weber.house.gov,http://weber.house.gov/rss.xml,weber.house.gov,NA,NA,4,2014,TX,14,0,88.68,house,3544,4405
W000815,2152,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000815.json,Brad,NA,Wenstrup,R,RepBradWenstrup,RepBradWenstrup,1.24E+14,repbradwenstrup,http://wenstrup.house.gov,,wenstrup.house.gov,NA,NA,4,2014,OH,2,0,94.34,house,9722,3861
W000816,2165,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000816.json,Roger,NA,Williams,R,RepRWilliams,RepRogerWilliams,3.22E+14,reprwilliams,http://williams.house.gov,http://williams.house.gov/rss.xml,williams.house.gov,NA,NA,4,2014,TX,25,0,94.34,house,6354,2578
Y000033,1256,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/Y000033.json,Don,NA,Young,R,RepDonYoung,RepDonYoung,7476269851,repdonyoung,http://donyoung.house.gov,http://donyoung.house.gov/news/rss.aspx,donyoung.house.gov,NA,NA,44,2014,AK,1,20.51,96.77,house,6222,8792
Y000062,1853,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/Y000062.json,John,NA,Yarmuth,D,RepJohnYarmuth,2.14E+11,2.14E+11,repjohnyarmuth,http://yarmuth.house.gov,,yarmuth.house.gov,NA,NA,10,2014,KY,3,0,96.23,house,12209,9182
Y000063,2021,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/Y000063.json,Kevin,NA,Yoder,R,RepKevinYoder,CongressmanKevinYoder,1.54E+14,repkevinyoder,http://yoder.house.gov,http://yoder.house.gov/rss.xml,yoder.house.gov,NA,NA,6,2014,KS,3,0,90.57,house,8833,8549
Y000064,2019,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/Y000064.json,Todd,NA,Young,R,RepToddYoung,RepToddYoung,1.86E+14,,http://toddyoung.house.gov,http://toddyoung.house.gov/common/rss//index.cfm?rss=49,toddyoung.house.gov,NA,NA,6,2014,IN,9,0,96.23,house,23146,8203
Y000065,2115,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/Y000065.json,Ted,NA,Yoho,R,RepTedYoho,CongressmanTedYoho,5.64E+14,reptedyoho,http://yoho.house.gov,http://yoho.house.gov/rss.xml,yoho.house.gov,NA,NA,4,2014,FL,3,0,90.57,house,8166,4726
A000360,1695,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/A000360.json,Lamar,,Alexander,R,SenAlexander,senatorlamaralexander,89927603836,senlamaralexander,http://www.alexander.senate.gov,http://www.alexander.senate.gov/public/?a=RSS.Feed,,NA,NA,13,2014,TN,NA,0,83.67,senate,12094,28614
A000368,2075,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/A000368.json,Kelly,NA,Ayotte,R,KellyAyotte,kellyayottenh,1.23E+14,senkellyayotte,http://www.ayotte.senate.gov,http://www.ayotte.senate.gov/rss/,,NA,NA,5,2016,NH,NA,0,67.35,senate,14679,38152
B000575,1464,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B000575.json,Roy,,Blunt,R,RoyBlunt,SenatorBlunt,1.42E+14,royblunt,http://www.blunt.senate.gov,http://www.blunt.senate.gov/public/?a=RSS.Feed,,NA,NA,5,2016,MO,NA,0,95.92,senate,15706,35946
B000711,116,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B000711.json,Barbara,NA,Boxer,D,SenatorBoxer,senatorboxer,1.17E+14,senatorboxer,http://www.boxer.senate.gov,,www.boxer.senate.gov,NA,NA,23,2016,CA,NA,4.08,100,senate,66736,61153
B001135,153,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001135.json,Richard,M.,Burr,R,SenatorBurr,SenatorRichardBurr,1.33E+14,,http://www.burr.senate.gov,http://www.burr.senate.gov/public/index.cfm?FuseAction=RSS.Feed,,NA,NA,11,2016,NC,NA,0,91.84,senate,12611,31943
B001230,1558,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001230.json,Tammy,NA,Baldwin,D,SenatorBaldwin,TammyBaldwin,7357041101,,http://www.baldwin.senate.gov,http://www.baldwin.senate.gov/rss/feeds/?type=all,baldwin.senate.gov,NA,NA,3,2018,WI,NA,0,100,senate,76949,14500
B001236,1687,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001236.json,John,,Boozman,R,JohnBoozman,JohnBoozman,7686715735,johnboozman,http://www.boozman.senate.gov,http://www.boozman.senate.gov/public/index.cfm/rss/feed,,NA,NA,5,2016,AR,NA,0,97.96,senate,10948,23120
B001261,1881,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001261.json,John,NA,Barrasso,R,SenJohnBarrasso,johnbarrasso,21146775942,senjohnbarrasso,http://www.barrasso.senate.gov,http://www.barrasso.senate.gov/public/index.cfm?FuseAction=Rss.Feed,www.barrasso.senate.gov,NA,NA,9,2018,WY,NA,0,100,senate,10953,20302
B001265,1898,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001265.json,Mark,NA,Begich,D,,Begich,1.21E+14,markbegich,http://www.begich.senate.gov,,,NA,NA,7,2014,AK,NA,0,0,senate,NA,NA
B001267,1965,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001267.json,Michael,NA,Bennet,D,SenBennetCo,senatorbennet,97172997732,,http://www.bennet.senate.gov,http://www.bennet.senate.gov/rss/feeds/?type=news,,NA,NA,7,2016,CO,NA,0,75.51,senate,12216,22091
B001277,2076,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001277.json,Richard,NA,Blumenthal,D,SenBlumenthal,SenBlumenthal,2.90E+14,senblumenthal,http://www.blumenthal.senate.gov,http://www.blumenthal.senate.gov/rss/feeds/?type=press,,NA,NA,5,2016,CT,NA,0,97.96,senate,11932,25759
C000141,174,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C000141.json,Benjamin,L.,Cardin,D,SenatorCardin,senatorbencardin,1.20E+14,senatorcardin,http://www.cardin.senate.gov,http://www.cardin.senate.gov/rss/feeds/?type=all,www.cardin.senate.gov,NA,NA,9,2018,MD,NA,0,100,senate,10160,29083
C000174,179,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C000174.json,Thomas,R.,Carper,D,SenatorCarper,tomcarper,1.25E+14,senatorcarper,http://www.carper.senate.gov,http://www.carper.senate.gov/public/index.cfm/rss/feed,www.carper.senate.gov,NA,NA,15,2018,DE,NA,0,83.67,senate,7157,15236
C000542,209,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C000542.json,Daniel,,Coats,R,SenDanCoats,1.81E+14,1.81E+14,,http://www.coats.senate.gov,http://www.coats.senate.gov/rss/feeds/?type=press,,NA,NA,5,2016,IN,NA,0,100,senate,9569,20707
C000880,250,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C000880.json,Michael,D.,Crapo,R,MikeCrapo,mikecrapo,80335332266,mikecrapo,http://www.crapo.senate.gov,,crapo.senate.gov,NA,NA,17,2016,ID,NA,0,97.96,senate,7469,11581
C001035,1541,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001035.json,Susan,NA,Collins,R,SenatorCollins,susancollins,7593313361,,http://www.collins.senate.gov,http://www.collins.senate.gov/public/?a=rss.feed,,NA,NA,19,2014,ME,NA,0,67.35,senate,16125,36081
C001047,1676,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001047.json,Shelley,Moore,Capito,R,SenCapito,8057864757,8057864757,sencapito,,http://www.capito.senate.gov/rss.xml,,NA,NA,1,2014,WV,NA,4.08,97.87,senate,14214,12964
C001056,1692,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001056.json,John,NA,Cornyn,R,JohnCornyn,sen.johncornyn,75755694423,johncornyn,http://www.cornyn.senate.gov,http://www.cornyn.senate.gov/public/?a=RSS.Feed,,NA,NA,13,2014,TX,NA,2.04,97.92,senate,45414,67423
C001070,1828,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001070.json,Bob,NA,Casey,D,SenBobCasey,SenatorBobCasey,1.08E+14,senbobcasey,http://www.casey.senate.gov,http://www.casey.senate.gov/rss/feeds/?all,www.casey.senate.gov,NA,NA,9,2018,PA,NA,0,87.76,senate,14872,24582
C001071,1825,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001071.json,Bob,NA,Corker,R,SenBobCorker,bobcorker,1.09E+14,senbobcorker,http://www.corker.senate.gov,http://www.corker.senate.gov/public/index.cfm/rss/feed,www.corker.senate.gov,NA,NA,9,2018,TN,NA,0,93.88,senate,14803,40056
C001088,1984,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001088.json,Christopher,A.,Coons,D,SenCoonsOffice,senatorchriscoons,2.55E+14,senatorchriscoons,http://www.coons.senate.gov,http://www.coons.senate.gov/rss/feeds/?type=press,,NA,NA,7,2014,DE,NA,8.16,100,senate,5315,3650
C001095,2098,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001095.json,Tom,NA,Cotton,R,SenTomCotton,RepTomCotton,1.20E+14,tomcottonar,,http://www.cotton.senate.gov/rss.xml,,NA,NA,2,2014,AR,NA,0,97.96,senate,54598,30072
C001098,2175,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001098.json,Ted,NA,Cruz,R,SenTedCruz,SenatorTedCruz,3.15E+14,sentedcruz,http://www.cruz.senate.gov,http://www.cruz.senate.gov/rss/,cruz.senate.gov,NA,NA,3,2018,TX,NA,2.04,91.67,senate,898091,455106
D000563,326,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000563.json,Richard,J.,Durbin,D,SenatorDurbin,SenatorDurbin,1.80E+14,durbincampaign,http://www.durbin.senate.gov,http://www.durbin.senate.gov/public/index.cfm/rss/feed,,NA,NA,19,2014,IL,NA,0,100,senate,28151,55962
D000607,1850,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000607.json,Joe,NA,Donnelly,D,SenDonnelly,senatordonnelly,1.68E+14,sendonnelly,http://www.donnelly.senate.gov,http://www.donnelly.senate.gov/rss/feeds/?press,www.donnelly.senate.gov,NA,NA,3,2018,IN,NA,0,65.31,senate,12057,15940
D000618,2138,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000618.json,Steve,NA,Daines,R,SteveDaines,SteveDainesMT,1.85E+14,stevedaines,,http://www.daines.senate.gov/rss.xml,,NA,NA,1,NA,MT,NA,0,100,senate,5780,5256
E000285,1542,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000285.json,Michael,B.,Enzi,R,SenatorEnzi,mikeenzi,23068049436,senatorenzi,http://www.enzi.senate.gov,http://www.enzi.senate.gov/public/index.cfm/rss/feed,,NA,NA,19,2014,WY,NA,0,100,senate,8090,12352
F000062,1332,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000062.json,Dianne,NA,Feinstein,D,SenFeinstein,senatorfeinstein,3.35E+14,,http://www.feinstein.senate.gov,http://www.feinstein.senate.gov/public/?a=rss.feed,www.feinstein.senate.gov,NA,NA,23,2018,CA,NA,0,100,senate,62419,55293
F000444,1633,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000444.json,Jeff,NA,Flake,R,JeffFlake,senatorjeffflake,NA,jeffflake,http://www.flake.senate.gov,http://www.flake.senate.gov/public/?a=rss.feed,flake.senate.gov,NA,NA,3,2018,AZ,NA,0,95.92,senate,3863,26320
F000463,2179,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000463.json,Deb,NA,Fischer,R,SenatorFischer,senatordebfischer,5.32E+14,senatorfischer,http://www.fischer.senate.gov,,fischer.senate.gov,NA,NA,3,2018,NE,NA,0,100,senate,5003,10819
G000359,452,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000359.json,Lindsey,NA,Graham,R,GrahamBlog,USSenatorLindseyGraham,2.58E+11,lindseygrahamsc,http://www.lgraham.senate.gov,http://www.lgraham.senate.gov/public/index.cfm?FuseAction=Rss.Feed,,NA,NA,13,2014,SC,NA,26.53,83.33,senate,30372,73624
G000386,457,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000386.json,Charles,E.,Grassley,R,ChuckGrassley,grassley,1.06E+11,senatorchuckgrassley,http://www.grassley.senate.gov,http://www.grassley.senate.gov/customcf/rss_feed.cfm?issue=All,,NA,NA,35,2016,IA,NA,0,93.88,senate,21848,87692
G000562,1998,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000562.json,Cory,NA,Gardner,R,SenCoryGardner,CongressmanGardner,1.61E+14,sencorygardner,,http://www.gardner.senate.gov/rss.xml,,NA,NA,2,2014,CO,NA,0,91.84,senate,13900,11206
H001041,1863,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001041.json,Dean,,Heller,R,SenDeanHeller,SenDeanHeller,3.26E+11,sendeanheller,http://www.heller.senate.gov,http://heller.senate.gov/public/index.cfm/rss/feed,www.heller.senate.gov,NA,NA,5,2018,NV,NA,0,89.8,senate,9852,16989
H001046,1937,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001046.json,Martin,NA,Heinrich,D,MartinHeinrich,MartinHeinrich,1.38E+11,senatormartinheinrich,http://www.heinrich.senate.gov,http://www.heinrich.senate.gov/rss/feeds/,heinrich.senate.gov,NA,NA,3,2018,NM,NA,0,93.88,senate,9162,7280
H001061,2079,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001061.json,John,NA,Hoeven,R,SenJohnHoeven,SenatorJohnHoeven,1.94E+14,senjohnhoeven,http://www.hoeven.senate.gov,http://www.hoeven.senate.gov/public/index.cfm/rss/feed,www.hoeven.senate.gov/public/,NA,NA,5,2016,ND,NA,0,100,senate,6926,12107
H001069,2174,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001069.json,Heidi,NA,Heitkamp,D,SenatorHeitkamp,SenatorHeidiHeitkamp,5.02E+14,senatorheitkamp,http://www.heitkamp.senate.gov,,heitkamp.senate.gov,NA,NA,3,2018,ND,NA,0,51.02,senate,7231,12922
I000024,583,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/I000024.json,James,M.,Inhofe,R,InhofePress,jiminhofe,55018309421,inhofepress,http://www.inhofe.senate.gov,,www.inhofe.senate.gov,NA,NA,23,2014,OK,NA,0,97.96,senate,25819,11155
J000293,2086,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000293.json,Ron,NA,Johnson,R,SenRonJohnson,senronjohnson,1.86E+14,senronjohnson,http://www.ronjohnson.senate.gov,,www.ronjohnson.senate.gov/public/,NA,NA,5,2016,WI,NA,0,100,senate,20303,28033
K000360,1647,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000360.json,Mark,Steven,Kirk,R,SenatorKirk,SenatorKirk,1.16E+14,SenatorKirk,http://www.kirk.senate.gov,http://www.kirk.senate.gov/rss/,,NA,NA,7,2016,IL,NA,8.16,77.78,senate,17185,35831
K000383,2185,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000383.json,Angus,NA,King,I,SenAngusKing,SenatorAngusSKingJr,1.43E+14,senangusking,http://www.king.senate.gov,http://www.king.senate.gov/rss/feeds/?type=all,king.senate.gov,NA,NA,3,2018,ME,NA,0,93.88,senate,12803,11533
K000384,2176,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000384.json,Tim,NA,Kaine,D,timkaine,SenatorKaine,4.83E+14,timkaine,http://www.kaine.senate.gov,http://www.kaine.senate.gov/rss/feeds/,kaine.senate.gov,NA,NA,3,2018,VA,NA,0,91.84,senate,14980,38396
L000174,1383,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000174.json,Patrick,J.,Leahy,D,SenatorLeahy,SenatorPatrickLeahy,1.79E+14,senatorleahy,http://www.leahy.senate.gov,http://www.leahy.senate.gov/rss/feeds/press/,,NA,NA,41,2016,VT,NA,0,100,senate,27871,29235
L000575,2050,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000575.json,James,NA,Lankford,R,SenatorLankford,RepLankford,1.31E+14,senatorlankford,,,,NA,NA,2,2014,OK,NA,0,93.88,senate,17923,13501
L000577,2080,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000577.json,Mike,NA,Lee,R,SenMikeLee,senatormikelee,1.78E+14,senmikelee,http://www.lee.senate.gov,http://www.lee.senate.gov/public/index.cfm/rss/feed,www.lee.senate.gov/public/,NA,NA,5,2016,UT,NA,22.45,92.11,senate,225826,175481
M000133,735,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M000133.json,Edward,J.,Markey,D,MarkeyMemo,EdJMarkey,6846731378,senmarkey,http://www.markey.senate.gov,http://www.markey.senate.gov/rss/feeds/,markey.senate.gov,NA,NA,3,2014,MA,NA,0,100,senate,12214,37
M000303,754,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M000303.json,John,NA,McCain,R,SenJohnMcCain,johnmccain,6425923706,senjohnmccain,http://www.mccain.senate.gov,http://www.mccain.senate.gov/public/?a=rss.feed,www.mccain.senate.gov,NA,NA,29,2016,AZ,NA,4.08,93.62,senate,897622,1964689
M000355,1395,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M000355.json,Mitch,NA,McConnell,R,McConnellPress,mitchmcconnell,NA,mcconnellpress,http://www.mcconnell.senate.gov,http://www.mcconnell.senate.gov/public/?a=RSS.Feed,,NA,NA,31,2014,KY,NA,0,93.88,senate,3863,55880
M000639,791,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M000639.json,Robert,NA,Menendez,D,SenatorMenendez,senatormenendez,3.50E+11,senatormenendez,http://menendez.senate.gov,http://www.menendez.senate.gov/rss/feeds/,menendez.senate.gov,NA,NA,10,2018,NJ,NA,2.04,100,senate,25070,49498
M000702,802,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M000702.json,Barbara,A.,Mikulski,D,SenatorBarb,SenatorMikulski,1.43E+14,,http://www.mikulski.senate.gov,http://www.mikulski.senate.gov/getallrss.cfm?xml=allfeeds&amp;issuecheckbox=all,,NA,NA,29,2016,MD,NA,4.08,100,senate,34228,37163
M000934,1507,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M000934.json,Jerry,NA,Moran,R,JerryMoran,jerrymoran,1.72E+11,senjerrymoran,http://www.moran.senate.gov,http://www.moran.senate.gov/public/index.cfm/rss/feed/,www.moran.senate.gov/public/,NA,NA,5,2016,KS,NA,4.08,97.87,senate,12533,18990
M001153,1694,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001153.json,Lisa,NA,Murkowski,R,LisaMurkowski,SenLisaMurkowski,25271170290,lisamurkowski,http://www.murkowski.senate.gov,http://www.murkowski.senate.gov/public/?a=RSS.Feed,,NA,NA,15,2016,AK,NA,0,97.96,senate,17850,30235
M001169,1837,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001169.json,Christopher,S.,Murphy,D,ChrisMurphyCT,chrismurphyct,NA,chrismurphyct,http://www.murphy.senate.gov,http://www.murphy.senate.gov/rss/feeds/?press,murphy.senate.gov,NA,NA,3,2018,CT,NA,0,100,senate,3863,28243
M001170,1820,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001170.json,Claire,NA,McCaskill,D,clairecmc,senatormccaskill,1.31E+11,clairecmc,http://www.mccaskill.senate.gov,http://www.mccaskill.senate.gov/rss/feeds/?press,www.mccaskill.senate.gov,NA,NA,9,2018,MO,NA,4.08,65.96,senate,29685,107192
M001176,1900,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001176.json,Jeff,NA,Merkley,D,SenJeffMerkley,jeffmerkley,74374931545,SenJeffMerkley,http://www.merkley.senate.gov,http://www.merkley.senate.gov/rss/feeds/,,NA,NA,7,2014,OR,NA,0,100,senate,23012,33749
M001183,1983,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001183.json,Joe,NA,Manchin III,D,Sen_JoeManchin,JoeManchinIII,1.02E+16,,http://www.manchin.senate.gov,http://www.manchin.senate.gov/public/index.cfm/rss/feed,www.manchin.senate.gov,NA,NA,7,2018,WV,NA,2.04,47.92,senate,NA,30248
P000449,924,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000449.json,Rob,,Portman,R,SenRobPortman,senrobportman,45243961073,senrobportman,http://www.portman.senate.gov,http://www.portman.senate.gov/public/index.cfm/rss/feed,,NA,NA,5,2016,OH,NA,0,93.88,senate,41358,45592
P000595,1929,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000595.json,Gary,NA,Peters,D,SenGaryPeters,RepGaryPeters,88851604323,sengarypeters,,http://peters.house.gov/youtube-video-feed/youtube-video-feed/,peters.house.gov,NA,NA,1,NA,MI,NA,0,97.96,senate,12402,9163
P000603,2082,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000603.json,Rand,NA,Paul,R,SenRandPaul,SenatorRandPaul,1.61E+14,drrandpaul,http://www.paul.senate.gov,http://www.paul.senate.gov/rss/,,NA,NA,5,2016,KY,NA,0,87.76,senate,699595,NA
R000122,949,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000122.json,Jack,NA,Reed,D,SenJackReed,SenJackReed,2.14E+14,,http://www.reed.senate.gov,http://www.reed.senate.gov/rss/feeds/?type=press,,NA,NA,19,2014,RI,NA,0,100,senate,6897,14249
