id,thomas_id,api_uri,first_name,middle_name,last_name,party,twitter_account,facebook_account,facebook_id,instagram,url,rss_url,domain,dw_nominate,ideal_point,seniority,next_election,state,district,missed_votes_pct,votes_with_party_pct,chamber,fblike.16.22.5.115,twtrfol-18-23-6-2015
J000296,2199,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000296.json,David,W.,Jolly,R,USRepDavidJolly,repdavidjolly,NA,usrepdavidjolly,http://jolly.house.gov,http://jolly.house.gov/rss.xml,,NA,NA,4,NA,FL,13,0,96.23,house,3863,1580
K000009,616,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000009.json,Marcy,NA,Kaptur,D,RepMarcyKaptur,RepresentativeMarcyKaptur,1.74E+14,repmarcykaptur,http://www.kaptur.house.gov,http://kaptur.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=2&amp;format=raw,www.kaptur.house.gov,NA,NA,34,2014,OH,9,1.89,92.31,house,2146,4992
K000188,1498,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000188.json,Ron,NA,Kind,D,RepRonKind,repronkind,89152017954,rep_ronkind,http://kind.house.gov,http://kind.house.gov/common/rss/?rss=52,kind.house.gov,NA,NA,20,2014,WI,3,5.66,84,house,6482,6973
K000362,1724,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000362.json,Steve,NA,King,R,SteveKingIA,stevekingia,1.34E+14,stevekingia,http://steveking.house.gov,http://steveking.house.gov/rss.xml,steveking.house.gov,NA,NA,14,2014,IA,4,5.66,96,house,21830,24463
K000363,1733,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000363.json,John,NA,Kline,R,RepJohnKline,repjohnkline,NA,,http://kline.house.gov,http://kline.house.gov/news/rss.aspx,kline.house.gov,NA,NA,14,2014,MN,2,0,96.23,house,3863,7653
K000368,1907,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000368.json,Ann,NA,Kirkpatrick,D,RepKirkpatrick,RepKirkpatrick,1.52E+14,RepKirkpatrick,http://kirkpatrick.house.gov,http://kirkpatrick.house.gov/rss.xml,kirkpatrick.house.gov,NA,NA,4,2014,AZ,1,0,88.68,house,9506,5714
K000375,2025,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000375.json,Bill,NA,Keating,D,USRepKeating,Congressman.Keating,1.83E+14,USRepKeating,http://keating.house.gov,http://keating.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw,keating.house.gov,NA,NA,6,2014,MA,9,5.66,96,house,2980,5460
K000376,2051,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000376.json,Mike,NA,Kelly,R,MikeKellyPA,1.91E+14,1.91E+14,,http://kelly.house.gov,http://kelly.house.gov/rss.xml,kelly.house.gov,NA,NA,6,2014,PA,3,0,96.23,house,12119,5329
K000378,2014,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000378.json,Adam,NA,Kinzinger,R,RepKinzinger,RepKinzinger,1.88E+14,adamkinzinger,http://kinzinger.house.gov,http://kinzinger.house.gov/common/rss//index.cfm?rss=49,kinzinger.house.gov,NA,NA,6,2014,IL,16,5.66,92,house,20108,13867
K000379,2172,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000379.json,Joseph,P.,Kennedy III,D,RepJoeKennedy,3.02E+14,3.02E+14,repkennedy,http://kennedy.house.gov,http://kennedy.house.gov/rss.xml,kennedy.house.gov,NA,NA,4,2014,MA,4,5.66,96,house,34273,15492
K000380,2134,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000380.json,Dan,NA,Kildee,D,RepDanKildee,RepDanKildee,4.84E+14,repdankildee,http://dankildee.house.gov,http://dankildee.house.gov/rss.xml,danielkildee.house.gov,NA,NA,4,2014,MI,5,0,96.23,house,16238,10332
K000381,2169,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000381.json,Derek,NA,Kilmer,D,RepDerekKilmer,derek.kilmer,4.51E+14,repderekkilmer,http://kilmer.house.gov,http://kilmer.house.gov/rss.xml,kilmer.house.gov,NA,NA,4,2014,WA,6,0,86.79,house,8744,4595
K000382,2145,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000382.json,Ann,McLane,Kuster,D,RepAnnieKuster,CongresswomanAnnieKuster,1.16E+14,repanniekuster,http://kuster.house.gov,http://kuster.house.gov/rss.xml,kuster.house.gov,NA,NA,4,2014,NH,2,5.66,92,house,5485,6783
K000385,2190,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000385.json,Robin,,Kelly,D,RepRobinKelly,reprobinkelly,NA,reprobinkelly,http://robinkelly.house.gov,http://robinkelly.house.gov/rss.xml,,NA,NA,4,2014,IL,2,5.66,96,house,3863,2480
L000263,683,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000263.json,Sander,M.,Levin,D,RepSandyLevin,RepSandyLevin,2.24E+14,RepSandyLevin,http://levin.house.gov,http://levin.house.gov/rss.xml,levin.house.gov,NA,NA,34,2014,MI,9,0,94.34,house,13910,17542
L000287,688,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000287.json,John,,Lewis,D,RepJohnLewis,RepJohnLewis,82737208404,repjohnlewis,http://johnlewis.house.gov,http://johnlewis.house.gov/rss.xml,johnlewis.house.gov,NA,NA,30,2014,GA,5,0,92.45,house,82710,82277
L000397,701,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000397.json,Zoe,NA,Lofgren,D,RepZoeLofgren,zoelofgren,2.21E+11,repzoelofgren,http://lofgren.house.gov,http://lofgren.house.gov/news/rss.aspx,lofgren.house.gov,NA,NA,22,2014,CA,19,5.66,94,house,5609,6522
L000480,709,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000480.json,Nita,M.,Lowey,D,NitaLowey,RepLowey,1.58E+14,nitalowey,http://lowey.house.gov,http://lowey.house.gov/common/rss/?rss=18,lowey.house.gov,NA,NA,28,2014,NY,17,4.17,97.83,house,11388,9906
L000491,711,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000491.json,Frank,D.,Lucas,R,RepFrankLucas,7872057395,7872057395,repfranklucas,http://lucas.house.gov,http://lucas.house.gov/rss.xml,lucas.house.gov,NA,NA,24,2014,OK,3,0,96.23,house,6363,3102
L000551,1501,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000551.json,Barbara,NA,Lee,D,RepBarbaraLee,RepBarbaraLee,92190287786,repbarbaralee,http://lee.house.gov,http://lee.house.gov/rss.xml,lee.house.gov,NA,NA,20,2014,CA,13,20.75,92.86,house,35266,22901
L000554,699,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000554.json,Frank,A.,LoBiondo,R,RepLoBiondo,FrankLoBiondo,NA,,http://lobiondo.house.gov,http://lobiondo.house.gov/rss.xml,lobiondo.house.gov,NA,NA,22,2014,NJ,2,0,90.57,house,3863,6501
L000557,1583,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000557.json,John,B.,Larson,D,RepJohnLarson,RepJohnLarson,6352928631,repjohnblarson,http://www.larson.house.gov,http://larson.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw,www.larson.house.gov,NA,NA,18,2014,CT,1,9.43,95.83,house,4878,9977
L000559,1668,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000559.json,Jim,NA,Langevin,D,JimLangevin,CongressmanJimLangevin,6578978441,repjimlangevin,http://langevin.house.gov,http://langevin.house.gov/rss.xml,langevin.house.gov,NA,NA,16,2014,RI,2,5.66,90,house,4267,10386
L000560,1675,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000560.json,Rick,NA,Larsen,D,RepRickLarsen,RepRickLarsen,1.36E+14,repricklarsen,http://larsen.house.gov,http://larsen.house.gov/rss.xml,larsen.house.gov,NA,NA,16,2014,WA,2,1.89,90.38,house,5039,4875
L000562,1686,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000562.json,Stephen,F.,Lynch,D,RepStephenLynch,repstephenlynch,1.34E+14,repstephenlynch,http://lynch.house.gov,http://lynch.house.gov/rss.xml,lynch.house.gov,NA,NA,16,2014,MA,8,5.66,88,house,5156,5560
L000563,1781,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000563.json,Daniel,NA,Lipinski,D,RepLipinski,repdanlipinski,1.03E+14,replipinski,http://www.lipinski.house.gov,http://www.lipinski.house.gov/rss/press-releases.xml,www.lipinski.house.gov,NA,NA,12,2014,IL,3,5.66,74,house,3113,2613
L000564,1834,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000564.json,Doug,NA,Lamborn,R,RepDLamborn,CongressmanDougLamborn,45059452286,,http://lamborn.house.gov,http://lamborn.houseenews.net/common/mailings/index.cfm?rss,lamborn.house.gov,NA,NA,10,2014,CO,5,1.89,94.23,house,5879,4442
L000565,1846,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000565.json,Dave,NA,Loebsack,D,DaveLoebsack,DaveLoebsack,2.92E+11,,http://loebsack.house.gov,http://loebsack.house.gov/news/rss.aspx,loebsack.house.gov,NA,NA,10,2014,IA,2,16.98,90.91,house,5834,2987
L000566,1885,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000566.json,Robert,E.,Latta,R,BobLatta,boblatta,1.00E+14,boblatta,http://latta.house.gov,http://latta.house.gov/news/rss.aspx,latta.house.gov,NA,NA,10,2014,OH,5,0,92.45,house,NA,15309
L000567,1936,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000567.json,Leonard,NA,Lance,R,RepLanceNJ7,CongressmanLance,1.01E+14,,http://lance.house.gov,http://lance.house.gov/common/rss/?rss=29,lance.house.gov,NA,NA,8,2014,NJ,7,0,92.45,house,4156,3265
L000569,1931,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000569.json,Blaine,NA,Luetkemeyer,R,RepBlainePress,BlaineLuetkemeyer,1358702716,repblainepress,http://luetkemeyer.house.gov,http://luetkemeyer.house.gov/news/rss.aspx,luetkemeyer.house.gov,NA,NA,8,2014,MO,3,0,96.23,house,NA,1692
L000570,1939,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000570.json,Ben,Ray,Lujan,D,RepBenRayLujan,RepBenRayLujan,1.13E+11,repbenraylujan,http://lujan.house.gov,http://lujan.house.gov/rss/press-releases.xml,lujan.house.gov,NA,NA,8,2014,NM,3,0,94.34,house,7511,8625
L000571,1960,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000571.json,Cynthia,M.,Lummis,R,CynthiaLummis,1.53E+14,1.53E+14,cynthia_lummis,http://lummis.house.gov,http://lummis.house.gov/news/rss.aspx,lummis.house.gov,NA,NA,8,2014,WY,1,0,92.45,house,4983,11333
L000573,2011,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000573.json,Raul,NA,Labrador,R,Raul_Labrador,raul.r.labrador,1.81E+14,,http://labrador.house.gov,http://labrador.house.gov/common/rss//index.cfm?rss=49,labrador.house.gov,NA,NA,6,2014,ID,1,0,92.45,house,7254,9313
L000576,2033,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000576.json,Billy,NA,Long,R,USRepLong,Rep.Billy.Long,1.40E+14,,http://long.house.gov,http://long.house.gov/common/rss//index.cfm?rss=49,long.house.gov,NA,NA,6,2014,MO,7,0,96.23,house,10923,2830
L000579,2111,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000579.json,Alan,NA,Lowenthal,D,RepLowenthal,RepLowenthal,3.93E+14,replowenthal,http://lowenthal.house.gov,http://lowenthal.house.gov/news/rss.aspx,lowenthal.house.gov,NA,NA,4,2014,CA,47,1.89,96.15,house,6841,4945
L000580,2146,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000580.json,Michelle,NA,Lujan Grisham,D,RepLujanGrisham,RepLujanGrisham,1.92E+14,replujangrisham,http://lujangrisham.house.gov,,lujangrisham.house.gov,NA,NA,4,2014,NM,1,0,94.34,house,10055,6821
M000087,729,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M000087.json,Carolyn,B.,Maloney,D,RepMaloney,RepCarolynMaloney,NA,,http://maloney.house.gov,http://maloney.house.gov/rss.xml,maloney.house.gov,NA,NA,24,2014,NY,12,4.17,100,house,3863,9692
M000312,1504,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M000312.json,Jim,NA,McGovern,D,RepMcGovern,RepJimMcGovern,NA,repmcgovern,http://mcgovern.house.gov,http://mcgovern.house.gov/rss.xml,mcgovern.house.gov,NA,NA,20,2014,MA,2,0,92.45,house,3863,13192
M000404,766,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M000404.json,Jim,NA,McDermott,D,RepJimMcDermott,CongressmanJimMcDermott,2.46E+11,repjimmcdermott,http://mcdermott.house.gov,http://mcdermott.house.gov/index.php?format=feed&amp;type=rss,mcdermott.house.gov,NA,NA,28,2014,WA,7,1.89,94.23,house,13917,11904
M000689,800,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M000689.json,John,L.,Mica,R,,JohnMica,NA,repjohnmica,http://mica.house.gov,http://mica.house.gov/common/rss/index.cfm?rss=25,mica.house.gov,NA,NA,24,2014,FL,7,1.89,98.08,house,3863,NA
M001137,1506,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001137.json,Gregory,W.,Meeks,D,GregoryMeeks,gregorymeeksny05,1557025818,,http://meeks.house.gov,http://meeks.house.gov/rss.xml,meeks.house.gov,NA,NA,20,2014,NY,5,25,97.22,house,NA,10494
M001143,1653,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001143.json,Betty,NA,McCollum,D,BettyMcCollum04,repbettymccollum,1.53E+14,,http://mccollum.house.gov,http://mccollum.house.gov/rss.xml,mccollum.house.gov,NA,NA,16,2014,MN,4,0,96.23,house,5373,6449
M001144,1685,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001144.json,Jeff,NA,Miller,R,RepJeffMiller,RepJeffMiller,66367876671,jeffmillerla,http://jeffmiller.house.gov,http://jeffmiller.house.gov/news/rss.aspx,jeffmiller.house.gov,NA,NA,16,2014,FL,1,0,94.34,house,8584,1947
M001150,1731,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001150.json,Candice,S.,Miller,R,CandiceMiller,CongresswomanCandiceMiller,2.10E+11,repcandicemiller,http://candicemiller.house.gov,http://candicemiller.house.gov/rss.xml,candicemiller.house.gov,NA,NA,14,2014,MI,10,0,96.23,house,7150,9349
M001151,1744,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001151.json,Tim,NA,Murphy,R,RepTimMurphy,reptimmurphy,1.06E+14,,http://murphy.house.gov,http://murphy.house.gov/common/rss/?rss=44,murphy.house.gov,NA,NA,14,2014,PA,18,0,96.23,house,5600,8337
M001156,1792,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001156.json,Patrick,T.,McHenry,R,PatrickMcHenry,CongressmanMcHenry,8045519803,reppatrickmchenry,http://mchenry.house.gov,http://mchenry.house.gov/News/Rss.aspx,mchenry.house.gov,NA,NA,12,2014,NC,10,0,96.23,house,9871,14860
M001157,1804,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001157.json,Michael,NA,McCaul,R,RepMcCaul,michaeltmccaul,6355254859,repmccaul,http://mccaul.house.gov,,mccaul.house.gov,NA,NA,12,2014,TX,10,0,96.23,house,4712,8593
M001158,1806,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001158.json,Kenny,NA,Marchant,R,RepKenMarchant,RepKennyMarchant,6349487899,,http://marchant.house.gov,http://marchant.house.gov/news/rss.aspx,marchant.house.gov,NA,NA,12,2014,TX,24,7.55,93.88,house,14885,12807
M001159,1809,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001159.json,Cathy,NA,McMorris Rodgers,R,CathyMcMorris,mcmorrisrodgers,3.22E+11,cathymcmorris,http://mcmorris.house.gov,http://mcmorris.house.gov/common/rss/?rss=96,mcmorris.house.gov,NA,NA,12,2014,WA,5,1.89,96.15,house,20054,22941
M001160,1811,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001160.json,Gwen,NA,Moore,D,RepGwenMoore,GwenSMoore,58864029545,,http://gwenmoore.house.gov,http://gwenmoore.house.gov/common/rss/index.cfm?rss=49,gwenmoore.house.gov,NA,NA,12,2014,WI,4,3.77,92.16,house,10118,12074
M001163,1814,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001163.json,Doris,NA,Matsui,D,DorisMatsui,doris.matsui,NA,,http://matsui.house.gov,http://matsui.house.gov/rss/press-releases.xml,matsui.house.gov,NA,NA,12,2014,CA,6,0,94.34,house,3863,10453
M001165,1833,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001165.json,Kevin,NA,McCarthy,R,GOPLeader,CongressmanKevinMcCarthy,51052893175,repkevinmccarthy,http://kevinmccarthy.house.gov,http://kevinmccarthy.house.gov/rss.xml,kevinmccarthy.house.gov,NA,NA,10,2014,CA,23,0,96.23,house,42536,59195
M001166,1832,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001166.json,Jerry,NA,McNerney,D,RepMcNerney,jerrymcnerney,2.15E+14,,http://mcnerney.house.gov,http://mcnerney.house.gov/index.php?format=feed&amp;type=rss,mcnerney.house.gov,NA,NA,10,2014,CA,9,0,96.23,house,3065,5141
M001177,1908,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001177.json,Tom,NA,McClintock,R,RepMcClintock,81125319109,81125319109,,http://mcclintock.house.gov,http://mcclintock.house.gov/atom.xml,mcclintock.house.gov,NA,NA,8,2014,CA,4,5.66,92,house,11945,8538
M001179,2053,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001179.json,Tom,NA,Marino,R,RepTomMarino,1.44E+14,NA,reptommarino,http://marino.house.gov,http://marino.house.gov/rss.xml,marino.house.gov,NA,NA,6,2014,PA,10,9.43,95.83,house,3863,12607
M001180,2074,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001180.json,David,NA,McKinley,R,RepMcKinley,RepMcKinley,1.30E+14,,http://mckinley.house.gov,http://mckinley.house.gov/common/rss//index.cfm?rss=49,mckinley.house.gov,NA,NA,6,2014,WV,1,1.89,92.31,house,3461,7969
M001181,2052,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001181.json,Pat,NA,Meehan,R,RepMeehan,CongressmanPatrickMeehan,1.36E+14,repmeehan,http://meehan.house.gov,http://meehan.house.gov/rss/latest-news.xml,meehan.house.gov,NA,NA,6,2014,PA,7,0,90.57,house,6300,8042
M001182,2059,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001182.json,Mick,NA,Mulvaney,R,RepMickMulvaney,MulvaneySC5,1.89E+14,repmickmulvaney,http://mulvaney.house.gov,http://mulvaney.house.gov/rss/press-releases.xml,mulvaney.house.gov,NA,NA,6,2014,SC,5,0,86.79,house,17054,9328
M001184,2094,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001184.json,Thomas,NA,Massie,R,RepThomasMassie,RepThomasMassie,NA,repthomasmassie,http://massie.house.gov,http://massie.house.gov/rss.xml,massie.house.gov,NA,NA,6,2014,KY,4,0,84.91,house,3863,13468
M001185,2150,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001185.json,Sean,Patrick,Maloney,D,RepSeanMaloney,RepSeanMaloney,5.51E+14,,http://seanmaloney.house.gov,http://seanmaloney.house.gov/rss.xml,seanmaloney.house.gov,NA,NA,4,2014,NY,18,6.25,84.44,house,5169,4170
M001187,2142,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001187.json,Mark,NA,Meadows,R,RepMarkMeadows,Repmarkmeadows,4.10E+14,repmarkmeadows,http://meadows.house.gov,http://meadows.house.gov/rss/press-releases.xml,meadows.house.gov,NA,NA,4,2014,NC,11,0,96.23,house,6327,6801
M001188,2148,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001188.json,Grace,NA,Meng,D,RepGraceMeng,repgracemeng,1.96E+14,,http://meng.house.gov,http://meng.house.gov/rss.xml,meng.house.gov,NA,NA,4,2014,NY,6,16.67,100,house,4708,5764
M001189,2130,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001189.json,Luke,NA,Messer,R,RepLukeMesser,RepLukeMesser,3.67E+14,replukemesser,http://messer.house.gov,http://messer.house.gov/rss.xml,messer.house.gov,NA,NA,4,2014,IN,6,3.77,96.08,house,26438,4561
M001190,2156,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001190.json,Markwayne,NA,Mullin,R,RepMullin,CongressmanMarkwayneMullin,4.54E+14,markwaynemullin,http://mullin.house.gov,http://mullin.house.gov/rss.xml,mullin.house.gov,NA,NA,4,2014,OK,2,0,96.23,house,12925,5128
M001191,2117,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001191.json,Patrick,NA,Murphy,D,RepMurphyFL,CongressmanPatrickMurphy,3.18E+14,repmurphyfl,http://patrickmurphy.house.gov,http://patrickmurphy.house.gov/news/rss.aspx,patrickmurphy.house.gov,NA,NA,4,2014,FL,18,9.43,75,house,9810,5237
N000002,850,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/N000002.json,Jerrold,,Nadler,D,RepJerryNadler,CongressmanNadler,78291598977,repjerrynadler,http://nadler.house.gov,http://nadler.house.gov/rss.xml,nadler.house.gov,NA,NA,26,2014,NY,10,4.17,100,house,6391,8147
N000015,854,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/N000015.json,Richard,E.,Neal,D,RepRichardNeal,3.26E+14,3.26E+14,reprichardneal,http://neal.house.gov,http://neal.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw,neal.house.gov,NA,NA,28,2014,MA,1,15.09,93.33,house,3004,3986
N000127,867,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/N000127.json,Rick,NA,Nolan,D,USRepRickNolan,UsRepRickNolan,3.88E+14,rick.nolan,http://nolan.house.gov,http://nolan.house.gov/rss.xml,nolan.house.gov,NA,NA,4,2014,MN,8,4.44,93.02,house,8560,4143
N000147,868,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/N000147.json,Eleanor,Holmes,Norton,D,EleanorNorton,CongresswomanNorton,61731840657,CongresswomanNorton,http://norton.house.gov,http://norton.house.gov/rss.xml,www.norton.house.gov,NA,NA,26,2014,DC,79,NA,NA,house,34609,15359
N000179,1602,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/N000179.json,Grace,F.,Napolitano,D,GraceNapolitano,RepGraceNapolitano,1.63E+14,RepGraceNapolitano,http://napolitano.house.gov,http://napolitano.house.gov/rss.xml,napolitano.house.gov,NA,NA,18,2014,CA,32,5.66,96,house,3822,8021
N000182,1758,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/N000182.json,Randy,NA,Neugebauer,R,RandyNeugebauer,rep.randy.neugebauer,64137294987,randyneugebauer,http://randy.house.gov,http://randy.house.gov/rss.xml,randy.house.gov,NA,NA,14,2014,TX,19,0,94.34,house,9245,10654
N000185,2001,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/N000185.json,Richard,NA,Nugent,R,RepRichNugent,RepRichNugent,1.84E+14,,http://nugent.house.gov,http://nugent.house.gov/rss.xml,nugent.house.gov,NA,NA,6,2014,FL,11,5.66,94,house,3325,3022
N000186,2034,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/N000186.json,Alan,NA,Nunnelee,R,RepAlanNunnelee,CongressmanNunnelee,1.45E+14,repalannunnelee,http://nunnelee.house.gov,http://nunnelee.house.gov/common/rss//index.cfm?rss=49,nunnelee.house.gov,NA,NA,6,2014,MS,1,NA,NA,house,NA,5978
O000168,1955,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/O000168.json,Pete,NA,Olson,R,OlsonPressShop,20718168936,20718168936,reppeteolson,http://olson.house.gov,http://olson.house.gov/common/rss/?rss=82,olson.house.gov,NA,NA,8,2014,TX,22,1.89,94.23,house,5008,5041
O000170,2162,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/O000170.json,Beto,NA,O&#x27;Rourke,D,RepBetoORourke,betoorourketx16,4.61E+14,RepBetoORourke,http://orourke.house.gov,http://orourke.house.gov/rss.xml,orourke.house.gov,NA,NA,4,2014,TX,16,11.32,95.74,house,39188,11613
P000034,887,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000034.json,Frank,NA,Pallone,D,FrankPallone,repfrankpallone,6517277731,repfrankpallone,http://pallone.house.gov,http://pallone.house.gov/rss.xml,pallone.house.gov,NA,NA,30,2014,NJ,6,0,92.45,house,9089,14403
P000096,1510,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000096.json,Bill,NA,Pascrell Jr.,D,BillPascrell,pascrell,3.03E+11,billpascrell,http://pascrell.house.gov,http://pascrell.house.gov/rss.xml,pascrell.house.gov,NA,NA,20,2014,NJ,9,1.89,96.15,house,11933,4718
P000197,905,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000197.json,Nancy,NA,Pelosi,D,NancyPelosi,NancyPelosi,86574174383,nancypelosi,http://pelosi.house.gov,http://pelosi.house.gov/rss.xml,pelosi.house.gov,NA,NA,28,2014,CA,12,5.66,94,house,294382,611563
P000373,1514,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000373.json,Joe,NA,Pitts,R,RepJoePitts,94156528752,94156528752,repjoepitts,http://pitts.house.gov,http://pitts.house.gov/rss.xml,pitts.house.gov,NA,NA,20,2014,PA,16,7.55,95.92,house,3295,6991
P000588,1738,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000588.json,Steve,NA,Pearce,R,RepStevePearce,RepStevePearce,1.80E+14,repstevepearce,http://pearce.house.gov,http://pearce.house.gov/rss.xml,pearce.house.gov,NA,NA,6,2014,NM,2,3.77,90.2,house,10361,6897
P000591,1778,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000591.json,Tom,NA,Price,R,RepTomPrice,reptomprice,1.72E+11,RepTomPrice,http://tomprice.house.gov,http://tomprice.house.gov/rss.xml,tomprice.house.gov,NA,NA,12,2014,GA,6,0,90.57,house,11945,24010
P000592,1802,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000592.json,Ted,NA,Poe,R,JudgeTedPoe,1.07E+14,1.07E+14,judgetedpoe,http://poe.house.gov,http://poe.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw,www.house.gov,NA,NA,12,2014,TX,2,0,90.57,house,19832,13510
P000593,1835,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000593.json,Ed,NA,Perlmutter,D,RepPerlmutter,RepPerlmutter,86174496459,repperlmutter,http://perlmutter.house.gov,http://perlmutter.house.gov/components/com_ninjarsssyndicator/feed/feed3.xml,perlmutter.house.gov,NA,NA,10,2014,CO,7,47.17,89.29,house,7082,11317
P000594,1930,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000594.json,Erik,NA,Paulsen,R,RepErikPaulsen,CongressmanErikPaulsen,1.29E+14,reperikpaulsen,http://paulsen.house.gov,http://paulsen.house.gov/common/rss//?rss=105,paulsen.house.gov,NA,NA,8,2014,MN,3,0,92.45,house,6513,12084
